epoch	train	val	solvent	solute
0.0	0.578751505157094	0.48815545439720154	0.18210121989250183	2.406358242034912
1.0	0.5561956409003579	0.4700678288936615	0.17187824845314026	2.3832600116729736
2.0	0.5323317010286344	0.44746851921081543	0.15992876887321472	2.33016300201416
3.0	0.5054128423709858	0.42333588004112244	0.1488090455532074	2.2755649089813232
4.0	0.4776053280076302	0.40125539898872375	0.138028085231781	2.2169132232666016
5.0	0.4490793767499615	0.3780192732810974	0.13277468085289001	2.1590421199798584
6.0	0.42095198959269853	0.35691118240356445	0.12464486807584763	2.0987167358398438
7.0	0.3934523982205579	0.33378762006759644	0.12383005023002625	2.0392045974731445
8.0	0.3655436200159287	0.3139588236808777	0.12189947813749313	1.9831900596618652
9.0	0.34019663276425677	0.2951774001121521	0.11879094690084457	1.926461100578308
10.0	0.3163471535890681	0.27740612626075745	0.1163211539387703	1.8732317686080933
11.0	0.2953868032833326	0.2614162862300873	0.11599194258451462	1.826490044593811
12.0	0.276421947804428	0.25017228722572327	0.11195826530456543	1.7776663303375244
13.0	0.25943540811959187	0.23856696486473083	0.10760350525379181	1.7343140840530396
14.0	0.24394186744263843	0.23230759799480438	0.10272376984357834	1.6974833011627197
15.0	0.23108052310349309	0.22201389074325562	0.10183002054691315	1.6636680364608765
16.0	0.21966963302100986	0.21461892127990723	0.09248857200145721	1.6298632621765137
17.0	0.2074111067218545	0.20528970658779144	0.09421748667955399	1.6037863492965698
18.0	0.19853864481419692	0.19946995377540588	0.09390413016080856	1.5792464017868042
19.0	0.1893236548812301	0.19113580882549286	0.08373486250638962	1.5543534755706787
20.0	0.17969570855124428	0.18513557314872742	0.0900946706533432	1.5347669124603271
21.0	0.17210170495236782	0.18174804747104645	0.08054240047931671	1.5076833963394165
22.0	0.16448405404289915	0.17566648125648499	0.07495813071727753	1.489031195640564
23.0	0.15748100418122216	0.169764906167984	0.0763292983174324	1.474674105644226
24.0	0.15157144396253225	0.16703598201274872	0.08110221475362778	1.4625142812728882
25.0	0.14575921963552108	0.16114699840545654	0.06527963280677795	1.4336802959442139
26.0	0.1391899842223583	0.15840965509414673	0.07172004878520966	1.4312224388122559
27.0	0.1341448994961155	0.15256774425506592	0.06878259778022766	1.4141629934310913
28.0	0.1285740119579748	0.14830367267131805	0.062047380954027176	1.3952713012695312
29.0	0.12376318140495252	0.14478187263011932	0.05610271170735359	1.379592776298523
30.0	0.11887404457531839	0.13991189002990723	0.06045522540807724	1.3747187852859497
