epoch	train	val	solvent	solute
0.0	0.7095084181958826	0.6963095664978027	0.36838552355766296	2.6036598682403564
1.0	0.7092589221934162	0.6959322690963745	0.3681733012199402	2.603457450866699
2.0	0.7090077958059339	0.6957377791404724	0.3679490387439728	2.602999687194824
3.0	0.7087886385326172	0.6954630613327026	0.3677414059638977	2.602693796157837
4.0	0.7085022575921132	0.6953092813491821	0.367004930973053	2.602395534515381
5.0	0.7081873398679345	0.6949306130409241	0.3669847249984741	2.601761817932129
6.0	0.7079455988467406	0.6950964331626892	0.36661240458488464	2.602097511291504
7.0	0.7077121073046129	0.694750189781189	0.36629387736320496	2.6018319129943848
8.0	0.7074322944385455	0.6943721771240234	0.3659829795360565	2.6011507511138916
9.0	0.7071575409240544	0.6943525671958923	0.36578527092933655	2.6006994247436523
10.0	0.7069194436003221	0.6941062211990356	0.3655613362789154	2.6007606983184814
11.0	0.7066841024570364	0.6937286257743835	0.3649977445602417	2.600445032119751
12.0	0.7064313232583344	0.6933957934379578	0.36463892459869385	2.6002790927886963
13.0	0.7060278993995662	0.693215012550354	0.3644011318683624	2.5997023582458496
14.0	0.7058293164862667	0.6931837201118469	0.3643072843551636	2.599522829055786
15.0	0.7056423795005983	0.6928827166557312	0.3638197183609009	2.598675489425659
16.0	0.7053404689746209	0.6926588416099548	0.3638046979904175	2.598937511444092
17.0	0.7052092543775232	0.6923677325248718	0.36315423250198364	2.5988306999206543
18.0	0.7048867162292947	0.6922545433044434	0.3628538250923157	2.598139762878418
19.0	0.7046183418484732	0.6919622421264648	0.3628084361553192	2.597874164581299
20.0	0.7044113928398478	0.6918109059333801	0.36224475502967834	2.597367525100708
21.0	0.7041474296933129	0.6915499567985535	0.36192309856414795	2.597189426422119
22.0	0.7038127174803539	0.6913673877716064	0.36187678575515747	2.596508741378784
23.0	0.7036337855281303	0.6911372542381287	0.36124947667121887	2.5966548919677734
24.0	0.7033586025518365	0.6909909248352051	0.3611469566822052	2.5963833332061768
25.0	0.7031074200988446	0.6906629800796509	0.36088499426841736	2.596188545227051
26.0	0.7028496163091822	0.6905031800270081	0.36043059825897217	2.5957233905792236
27.0	0.7026281788515947	0.6901794075965881	0.3604162037372589	2.595130443572998
28.0	0.7023078306221667	0.6900001764297485	0.35981133580207825	2.5949573516845703
29.0	0.7020911688246775	0.6897597312927246	0.3596227765083313	2.5949862003326416
30.0	0.7018466693804167	0.6895617246627808	0.35932308435440063	2.594336748123169
31.0	0.7015894441868122	0.6893517374992371	0.35899072885513306	2.5944173336029053
32.0	0.701365043106393	0.6889725923538208	0.3587239682674408	2.5938730239868164
33.0	0.7011031543837093	0.6889024972915649	0.3584190011024475	2.5934553146362305
34.0	0.7008518127046705	0.6887551546096802	0.3582153618335724	2.5933501720428467
35.0	0.700586882988752	0.6884220838546753	0.3578068017959595	2.5929956436157227
36.0	0.7003255930457095	0.6882806420326233	0.3573499023914337	2.593043804168701
37.0	0.7001557683748473	0.6880967020988464	0.3575677275657654	2.5924720764160156
38.0	0.6998782822274237	0.6879949569702148	0.35685455799102783	2.5920140743255615
39.0	0.6996501426988317	0.6875330209732056	0.35640475153923035	2.591824531555176
40.0	0.6993440850071175	0.6874740719795227	0.35625311732292175	2.591430187225342
41.0	0.6991660181457053	0.6872938871383667	0.35585349798202515	2.5913753509521484
42.0	0.6988858498243078	0.6871402263641357	0.3556029200553894	2.590825319290161
43.0	0.698659276766051	0.6868455410003662	0.3556663393974304	2.5905117988586426
44.0	0.6984149556101105	0.6865684986114502	0.3551529347896576	2.5903046131134033
45.0	0.6981945564857586	0.686310350894928	0.3546728789806366	2.589754819869995
46.0	0.6978886137283388	0.6860523819923401	0.3544287085533142	2.5899031162261963
47.0	0.6976629164133402	0.685884416103363	0.3541226387023926	2.5892186164855957
48.0	0.6973816794833319	0.685754656791687	0.35377994179725647	2.589599609375
49.0	0.6972681793446123	0.6856768727302551	0.3538069427013397	2.5888898372650146
50.0	0.6970203417599166	0.6854248046875	0.35325491428375244	2.5884127616882324
51.0	0.6966718082775585	0.6851938366889954	0.3531225621700287	2.588454246520996
52.0	0.6965233927821496	0.6849343180656433	0.35281801223754883	2.587892770767212
53.0	0.6961997456581435	0.684662401676178	0.3524712324142456	2.5877726078033447
54.0	0.6959016262819177	0.6843926310539246	0.35217446088790894	2.5875959396362305
55.0	0.6957627172542978	0.6843152642250061	0.35208892822265625	2.5873146057128906
56.0	0.6954448269368059	0.6841111779212952	0.35172417759895325	2.5872385501861572
57.0	0.6952859742861506	0.6839121580123901	0.3513461947441101	2.586859703063965
58.0	0.6950975874464067	0.6836304664611816	0.3510986566543579	2.5862276554107666
59.0	0.6948758427498272	0.6834836006164551	0.3506889045238495	2.585935354232788
60.0	0.6945943759512299	0.6834015250205994	0.35028937458992004	2.585616111755371
61.0	0.6942869620348411	0.6830440163612366	0.35037997364997864	2.5857670307159424
62.0	0.694087560565103	0.683129608631134	0.34963032603263855	2.5854790210723877
63.0	0.6939231204257721	0.6828380227088928	0.3497070074081421	2.58493971824646
64.0	0.6936118222908859	0.6826524138450623	0.349467933177948	2.5845093727111816
65.0	0.6933862158020128	0.6823320388793945	0.3488542139530182	2.5844428539276123
66.0	0.6931244728496536	0.6822247505187988	0.34869882464408875	2.584218740463257
67.0	0.6930731919707445	0.6819224953651428	0.3486061692237854	2.5841450691223145
68.0	0.6927096239613618	0.6815520524978638	0.347918838262558	2.5835323333740234
69.0	0.692479924690296	0.6816341876983643	0.3480989634990692	2.583237409591675
70.0	0.6921081924214214	0.6814547777175903	0.3472205400466919	2.5829262733459473
71.0	0.691944014668675	0.6810921430587769	0.3473602533340454	2.5829100608825684
72.0	0.6917996426178105	0.6808335781097412	0.34693315625190735	2.582432985305786
73.0	0.6915538374078337	0.680634081363678	0.34663206338882446	2.5824942588806152
74.0	0.6912288912459726	0.6802677512168884	0.34645113348960876	2.5818560123443604
75.0	0.6909725059137002	0.6803221702575684	0.3460325002670288	2.581524133682251
76.0	0.6908121338877378	0.6801443099975586	0.34608930349349976	2.5814132690429688
77.0	0.6905388885354519	0.6798447966575623	0.3455135226249695	2.581299066543579
78.0	0.6902208098378482	0.6797159314155579	0.34534952044487	2.5809521675109863
79.0	0.6900716677334363	0.6795666217803955	0.34476613998413086	2.580536365509033
80.0	0.6898193897603891	0.6793649792671204	0.3450501263141632	2.5801429748535156
81.0	0.6896893603881621	0.6789800524711609	0.3443501591682434	2.5802156925201416
82.0	0.6892995234449635	0.6788201928138733	0.3441353142261505	2.5795366764068604
83.0	0.6891046700093552	0.6787047982215881	0.3442178964614868	2.579258441925049
84.0	0.6889327226983036	0.6784605979919434	0.3435616195201874	2.5792236328125
85.0	0.6886902617959679	0.6783782839775085	0.34356802701950073	2.578594207763672
86.0	0.6884888868202959	0.6782074570655823	0.3429739773273468	2.578857421875
87.0	0.6881660649805893	0.6779493093490601	0.343031108379364	2.5783419609069824
88.0	0.6881124024388371	0.6777931451797485	0.34264177083969116	2.577984094619751
89.0	0.6878061715046985	0.6774314641952515	0.3420580327510834	2.577981948852539
90.0	0.6875887741277247	0.6774331331253052	0.3419816792011261	2.5774025917053223
91.0	0.687350656059754	0.6769105195999146	0.3419017195701599	2.57723069190979
92.0	0.6871184013227657	0.6770117878913879	0.34161990880966187	2.576953172683716
93.0	0.6868318415332864	0.6766765117645264	0.3411288261413574	2.576997995376587
94.0	0.686770254692423	0.676501452922821	0.34066241979599	2.5765609741210938
95.0	0.6865983230797141	0.6764370203018188	0.34052544832229614	2.5766122341156006
96.0	0.6860411126497281	0.6762284636497498	0.3404443860054016	2.5759763717651367
97.0	0.6857398928508276	0.675986111164093	0.33983904123306274	2.575756311416626
98.0	0.6857509556971599	0.6758996844291687	0.33949899673461914	2.5752761363983154
99.0	0.685501474271726	0.675599217414856	0.3397817611694336	2.575054883956909
100.0	0.6853387833762912	0.6753490567207336	0.3394438624382019	2.5746259689331055
101.0	0.6850257584237127	0.6752163767814636	0.33889782428741455	2.574798822402954
102.0	0.684901202166522	0.674969494342804	0.3383178412914276	2.574040412902832
103.0	0.6847514837086727	0.6747006773948669	0.3385080099105835	2.5738677978515625
104.0	0.6844219216734153	0.6744999289512634	0.3377285599708557	2.573667526245117
105.0	0.6839632856222126	0.6743345856666565	0.33770737051963806	2.573613405227661
106.0	0.6838758346405119	0.6742380261421204	0.3374539017677307	2.572995662689209
107.0	0.683723194048308	0.6738923788070679	0.33727946877479553	2.572526693344116
108.0	0.6833856965008376	0.6738178730010986	0.33708375692367554	2.5728869438171387
109.0	0.6832384595024382	0.6735870242118835	0.33670613169670105	2.5722804069519043
110.0	0.6830503294427278	0.6732974648475647	0.3361824154853821	2.572134017944336
111.0	0.6826246587897945	0.6734317541122437	0.33628275990486145	2.571918487548828
112.0	0.6823825511001685	0.6731901168823242	0.33635690808296204	2.5717930793762207
113.0	0.6822380355215998	0.6729174852371216	0.33540961146354675	2.5716986656188965
114.0	0.6821545046403225	0.6725922226905823	0.3355540931224823	2.5710208415985107
115.0	0.6818814386976669	0.6724936962127686	0.3349485695362091	2.5711677074432373
116.0	0.6817878059328899	0.6721603274345398	0.3346934914588928	2.57075834274292
117.0	0.6814707128669429	0.6721187233924866	0.3347034454345703	2.5701708793640137
118.0	0.6809955049724455	0.6717625260353088	0.3342972993850708	2.5702338218688965
119.0	0.6810186095689059	0.6716344356536865	0.33379408717155457	2.5698964595794678
120.0	0.680753735918497	0.6716025471687317	0.3338547945022583	2.5692601203918457
121.0	0.6805528318931046	0.6713224053382874	0.33360937237739563	2.569061279296875
122.0	0.6802977641003052	0.6710361242294312	0.33324721455574036	2.569010019302368
123.0	0.6800776290445031	0.6710382103919983	0.3330082595348358	2.568415641784668
124.0	0.6799754563813206	0.6709262728691101	0.3325977623462677	2.5687873363494873
125.0	0.6795714242117745	0.6706966757774353	0.33258503675460815	2.5678417682647705
126.0	0.6792314194147199	0.6704937815666199	0.3320919871330261	2.5682592391967773
127.0	0.6791284338016499	0.6700722575187683	0.33136841654777527	2.567579507827759
128.0	0.6790808005447881	0.6700563430786133	0.33166253566741943	2.5678014755249023
129.0	0.6788981043542573	0.669636070728302	0.3309631645679474	2.567140579223633
130.0	0.6785028929713192	0.669513463973999	0.33073288202285767	2.566936731338501
131.0	0.6782671543235711	0.6693853735923767	0.3307536244392395	2.5666627883911133
132.0	0.6781163627718702	0.6692821383476257	0.33059313893318176	2.5666770935058594
133.0	0.6779883349383319	0.6690796613693237	0.3304319977760315	2.565997838973999
134.0	0.6776812181691434	0.6690531969070435	0.3300066590309143	2.5659940242767334
135.0	0.6774631334290232	0.6686587929725647	0.3298768699169159	2.565532684326172
136.0	0.6772208967887255	0.6685460209846497	0.3292231857776642	2.5650086402893066
137.0	0.6770788447286437	0.6682772636413574	0.3291845917701721	2.5649948120117188
138.0	0.6767540291994197	0.6680839657783508	0.32882267236709595	2.564866304397583
139.0	0.6766815241612385	0.6680922508239746	0.32888826727867126	2.564579486846924
140.0	0.6762900478625423	0.6679626703262329	0.3285020589828491	2.5641188621520996
141.0	0.6761735527043059	0.6674036979675293	0.3283444046974182	2.5643317699432373
142.0	0.6761864399223171	0.6674134731292725	0.3278009295463562	2.5642282962799072
143.0	0.6755797404671052	0.66733717918396	0.32753297686576843	2.5633654594421387
144.0	0.6752192235427489	0.6672210097312927	0.32729026675224304	2.5638046264648438
145.0	0.6752131695890342	0.666638970375061	0.3271353542804718	2.563032627105713
146.0	0.6749259740166773	0.6666876673698425	0.32664093375205994	2.56247878074646
147.0	0.6748819984736546	0.6666584610939026	0.3261249363422394	2.562594413757324
148.0	0.6742781729364591	0.6663095951080322	0.3259532153606415	2.5624632835388184
149.0	0.6744764261845628	0.6659123301506042	0.32611900568008423	2.561939239501953
150.0	0.6745279660861259	0.6661745309829712	0.3256697356700897	2.561946153640747
151.0	0.6737020448822614	0.6657484769821167	0.3254537284374237	2.5613598823547363
152.0	0.673819563796701	0.6656659841537476	0.32508182525634766	2.561168670654297
153.0	0.6736549498542906	0.6653997898101807	0.324887216091156	2.561039924621582
154.0	0.6733532333149761	0.6649616956710815	0.3247532248497009	2.5607430934906006
155.0	0.6731815753019535	0.664978563785553	0.32437413930892944	2.5609707832336426
156.0	0.673028369569414	0.6649879813194275	0.3242214322090149	2.5599417686462402
157.0	0.6726688685520896	0.66455078125	0.32358044385910034	2.5599236488342285
158.0	0.6724924382428994	0.6645708680152893	0.3237261176109314	2.5596530437469482
159.0	0.6721203415482132	0.6641608476638794	0.32329443097114563	2.5597245693206787
160.0	0.6718056099615259	0.664128303527832	0.32277247309684753	2.5592734813690186
161.0	0.6719403163185546	0.6638941764831543	0.3228195309638977	2.559380292892456
162.0	0.6716928981038699	0.6637494564056396	0.322340190410614	2.558896780014038
163.0	0.6715286048561737	0.6635451912879944	0.32211703062057495	2.559063196182251
164.0	0.6710240343330468	0.6634117960929871	0.3224155306816101	2.5581753253936768
165.0	0.6707160855516975	0.6632817983627319	0.3219012916088104	2.5580055713653564
166.0	0.6707321651398189	0.662889838218689	0.32145074009895325	2.5580811500549316
167.0	0.6704711218850182	0.6631172895431519	0.3210247755050659	2.557934522628784
